aX,aY,aZ,gX,gY,gZ
0.165,-1.206,2.702,-8.728,-37.415,-43.274
0.203,-0.962,2.705,-51.819,-16.113,-24.17
0.293,-0.684,2.433,-80.688,-3.54,-6.592
0.329,-0.545,2.043,-116.211,-3.845,9.827
0.325,-0.416,1.65,-153.625,-10.803,26.672
0.311,-0.264,1.294,-180.42,-16.113,39.734
0.29,-0.136,0.985,-193.176,-14.648,48.157
0.272,-0.019,0.795,-207.031,-8.728,53.223
0.262,0.061,0.698,-220.581,-1.648,55.542
0.262,0.16,0.634,-232.422,1.953,55.298
0.259,0.222,0.622,-246.765,1.648,53.406
0.255,0.219,0.613,-265.93,1.038,51.392
0.259,0.192,0.571,-285.217,1.465,53.04
0.278,0.182,0.514,-301.575,2.319,57.251
0.291,0.173,0.451,-318.359,4.211,63.049
0.289,0.149,0.37,-333.374,4.333,70.251
0.277,0.069,0.229,-345.947,5.554,78.125
0.287,0.057,0.143,-352.6,7.507,89.6
0.291,0.042,0.003,-341.37,16.357,95.642
0.275,0.085,-0.12,-338.684,37.598,102.295
0.262,0.114,-0.258,-341.125,54.565,110.291
0.244,0.117,-0.352,-347.046,62.561,114.014
0.224,0.101,-0.462,-359.558,65.43,114.319
0.182,0.062,-0.636,-372.131,65.674,114.563
0.154,0.083,-0.863,-373.596,61.951,115.295
0.154,0.122,-1.049,-360.596,58.716,111.45
0.148,0.146,-1.167,-349.06,58.777,103.699
0.112,0.169,-1.202,-338.623,59.021,93.994
0.055,0.189,-1.197,-322.083,56.152,82.825
0.021,0.195,-1.147,-301.636,47.607,71.716
-0.005,0.208,-1.079,-281.738,36.255,60.181
0.005,0.192,-1.001,-269.348,23.987,47.791
0.137,0.145,-0.906,-261.536,10.071,37.17
0.036,0.075,-0.847,-276.611,-0.122,31.189
0.184,-0.007,-0.819,-298.34,-23.499,53.284
0.199,-0.085,-0.911,-281.006,-13.245,52.979
0.144,-0.119,-1.054,-292.053,5.92,52.368
0.112,-0.116,-1.279,-298.523,28.015,55.603
0.068,-0.076,-1.561,-287.048,57.8,58.289
-0.037,-0.005,-1.83,-270.02,83.191,58.96
-0.125,0.086,-2.06,-246.765,96.985,62.317
-0.15,0.09,-2.21,-223.206,88.867,62.988
-0.227,0.151,-2.263,-207.703,53.467,42.297
-0.222,0.131,-2.264,-197.815,1.343,31.25
-0.175,0.171,-2.188,-194.458,-53.528,28.564
-0.141,0.121,-2.039,-193.237,-100.952,26.306
-0.107,0.072,-1.944,-187.927,-124.695,25.146
-0.077,0.022,-1.881,-191.284,-123.84,26.306
-0.068,-0.078,-1.812,-188.538,-103.149,27.832
-0.051,-0.179,-1.826,-171.265,-69.031,27.161
-0.029,-0.208,-1.837,-148.193,-30.762,23.56
-0.007,-0.191,-1.843,-118.286,3.601,15.747
0.008,-0.172,-1.843,-84.778,26.306,3.296
-0.024,-0.171,-1.844,-52.002,31.921,-5.615
0.12,-0.396,-2.007,-42.175,24.536,-14.954
0.055,-0.06,-1.346,-58.167,5.737,-22.888
0.212,-0.194,-1.654,19.958,-10.925,-8.728
0.142,-0.181,-1.403,33.508,10.62,-24.475
0.167,-0.135,-1.3,20.63,-10.559,-23.926
0.18,-0.116,-1.187,27.1,-18.86,-21.851
0.194,-0.134,-1.104,29.297,-14.893,-22.583
0.21,-0.135,-1.026,28.809,-13.611,-23.071
0.202,-0.113,-0.976,32.349,-9.949,-21.118
0.159,-0.134,-0.976,28.503,-2.625,-21.24
0.247,-0.109,-0.909,14.526,-3.113,-15.198
0.232,-0.106,-0.893,15.381,-2.686,-11.841
0.222,-0.097,-0.849,13.489,-2.563,-10.01
0.219,-0.079,-0.841,15.93,-2.563,-9.583
0.214,-0.064,-0.822,17.456,-1.16,-11.353
0.212,-0.062,-0.802,12.146,-2.136,-10.986
0.205,-0.052,-0.799,5.92,-4.272,-8.667
0.197,-0.042,-0.796,2.563,-5.798,-6.226
0.19,-0.038,-0.798,-0.671,-5.798,-4.517
0.181,-0.041,-0.81,-1.526,-4.761,-3.601
0.164,-0.042,-0.828,-3.723,-2.319,-2.136
0.148,-0.037,-0.849,-7.507,0.549,-0.427
0.132,-0.032,-0.882,-11.047,2.014,1.465
0.121,-0.04,-0.909,-13.672,2.014,2.747
0.113,-0.047,-0.939,-13.306,0.427,3.662
0.101,-0.047,-0.958,-12.939,0.122,4.395
0.092,-0.044,-0.98,-12.024,1.404,4.517
0.415,-0.341,-1.945,170.959,-25.391,-46.265
0.416,-0.307,-1.841,173.706,-14.099,-41.992
0.413,-0.27,-1.911,202.759,-5.31,-41.87
0.401,-0.225,-1.863,235.535,-4.7,-46.387
0.389,-0.201,-1.858,263.306,-11.658,-51.941
0.41,-0.198,-1.821,292.603,-22.339,-57.8
0.431,-0.167,-1.768,318.542,-38.757,-59.814
0.394,-0.061,-1.671,346.558,-55.176,-57.983
0.362,0.075,-1.594,386.047,-64.453,-54.871
0.373,0.157,-1.447,401.428,-63.293,-52.673
0.39,0.186,-1.322,399.78,-53.894,-50.781
0.379,0.149,-1.172,390.32,-43.884,-48.035
0.387,0.124,-1.084,389.893,-37.231,-41.992
0.391,0.2,-1.071,406.128,-29.724,-33.813
0.374,0.265,-1.074,420.715,-21.118,-27.588
0.375,0.272,-1.034,412.415,-19.958,-23.682
0.358,0.247,-0.965,394.47,-17.883,-19.165
0.32,0.269,-0.915,386.719,-12.329,-11.536
0.259,0.269,-0.849,380.31,-5.432,-6.348
0.198,0.261,-0.772,378.784,-0.488,-7.996
0.173,0.238,-0.717,380.188,2.258,-16.113
0.151,0.203,-0.637,368.896,-1.221,-26.917
0.154,0.151,-0.536,360.596,-14.465,-35.706
0.169,0.099,-0.437,353.577,-34.485,-42.725
0.168,0.028,-0.352,342.834,-52.795,-48.279
0.216,-0.043,-0.255,331.238,-65.552,-48.523
0.268,-0.106,-0.161,324.524,-70.19,-47.546
0.297,-0.175,-0.058,322.693,-70.313,-42.603
0.274,-0.234,0.097,313.721,-67.993,-35.583
0.249,-0.269,0.274,302.917,-65.552,-32.41
0.187,-0.27,0.444,289.49,-67.932,-34.851
0.111,-0.305,0.624,270.081,-77.576,-43.762
0.061,-0.393,0.844,244.995,-96.069,-60.059
0.021,-0.479,1.102,216.309,-122.131,-79.163
-0.005,-0.633,1.419,185.547,-150.696,-94.177
-0.014,-0.908,1.814,152.283,-168.579,-100.891
-0.098,-1.168,2.298,122.986,-161.377,-94.055
-0.18,-1.245,2.809,94.299,-120.056,-71.655
-0.154,-1.172,3.12,65.796,-49.683,-30.518
-0.06,-0.915,3.055,39.856,24.658,4.395
0.048,-0.692,2.62,7.568,78.186,32.349
0.099,-0.467,2.039,-31.433,94.971,54.382
0.145,-0.225,1.514,-69.336,83.313,67.566
0.171,-0.048,1.054,-107.971,61.829,70.007
0.232,0.053,0.733,-143.555,42.114,62.378
0.318,0.121,0.564,-164.185,31.25,48.523
0.383,0.173,0.523,-173.767,28.503,36.682
0.428,0.216,0.539,-175.049,32.471,32.593
0.456,0.252,0.604,-177.917,41.199,37.781
0.459,0.273,0.622,-184.204,53.162,48.035
0.458,0.28,0.628,-200.073,63.416,58.35
0.467,0.291,0.576,-220.825,68.359,66.833
0.438,0.308,0.503,-245.178,65.369,74.219
0.477,0.301,0.39,-269.653,56.152,80.2
0.487,0.264,0.297,-290.161,42.664,82.764
0.433,0.206,0.225,-289.368,30.273,83.435
0.4,0.228,0.057,-278.259,44.128,85.51
0.391,0.237,-0.05,-277.649,59.204,90.82
0.349,0.251,-0.11,-278.015,71.472,98.45
0.327,0.256,-0.149,-282.532,81.97,108.215
0.277,0.287,-0.228,-289.673,90.515,116.333
0.237,0.308,-0.319,-299.316,96.375,122.803
0.199,0.299,-0.427,-310.547,100.464,124.939
0.135,0.282,-0.52,-317.81,98.633,123.84
0.067,0.267,-0.605,-319.946,91.492,119.629
0.013,0.26,-0.63,-316.833,77.148,111.877
-0.038,0.23,-0.688,-299.805,58.838,96.313
-0.048,0.223,-0.779,-277.039,38.147,77.698
-0.026,0.248,-0.856,-249.756,18.799,60.059
0.013,0.252,-0.876,-231.812,10.559,45.471
0.053,0.201,-0.879,-222.229,16.663,35.217
0.084,0.15,-0.912,-220.886,30.396,32.166
0.09,0.141,-0.959,-226.257,39.124,38.391
0.07,0.178,-1,-236.694,38.269,49.805
0.039,0.229,-1.053,-254.089,36.621,60.608
-0.004,0.256,-1.121,-278.442,38.635,68.542
-0.05,0.266,-1.178,-306.824,42.114,72.754
-0.108,0.216,-1.334,-329.224,41.992,72.998
-0.157,0.177,-1.536,-327.942,33.386,70.007
-0.167,0.209,-1.635,-309.387,17.273,62.683
-0.171,0.254,-1.693,-286.743,2.136,47.913
-0.195,0.264,-1.717,-262.329,-16.479,31.86
-0.174,0.247,-1.704,-244.995,-42.419,19.836
-0.133,0.193,-1.683,-240.906,-65.491,11.658
-0.082,0.101,-1.681,-250.122,-74.585,7.202
-0.037,-0.019,-1.74,-270.081,-62.561,7.141
-0.024,-0.165,-1.891,-296.448,-33.325,11.414
-0.06,-0.261,-2.104,-313.232,-0.732,19.226
-0.069,-0.322,-2.289,-306.58,23.804,27.161
-0.021,-0.448,-2.449,-270.874,34.363,35.583
-0.068,-0.401,-2.515,-209.717,38.208,54.199
-0.068,-0.223,-2.372,-135.864,39.734,67.566
-0.114,-0.058,-2.172,-65.247,35.4,60.791
-0.146,-0.01,-1.91,-17.395,17.09,42.542
-0.094,-0.031,-1.642,1.099,-16.235,25.574
-0.046,-0.045,-1.397,2.808,-49.255,13.855
-0.002,-0.028,-1.169,-0.061,-77.82,8.301
0.04,-0.016,-0.981,-3.235,-97.534,7.874
0.079,-0.017,-0.829,-7.385,-99.548,7.446
0.123,-0.025,-0.726,-8.728,-84.595,4.395
0.166,-0.064,-0.665,-8.606,-56.702,-0.793
0.184,-0.103,-0.642,-7.568,-22.461,-3.784
0.189,-0.11,-0.664,-5.432,10.864,-4.578
0.194,-0.093,-0.733,-2.136,36.438,-6.042
0.204,-0.088,-0.802,-0.916,47.058,-8.789
0.207,-0.101,-0.855,-1.77,42.786,-9.827
0.217,-0.105,-0.889,-3.479,30.151,-7.019
0.229,-0.092,-0.904,-7.141,17.09,-2.991
0.23,-0.078,-0.911,-12.39,6.348,-0.854
0.223,-0.078,-0.903,-17.883,-1.526,-0.61
0.222,-0.081,-0.906,-21.423,-5.554,-1.099
0.223,-0.089,-0.926,-23.254,-5.981,-1.953
0.221,-0.107,-0.949,-24.231,-3.235,-3.052
0.211,-0.132,-0.973,-24.78,0,-3.54
0.2,-0.151,-1.016,-23.743,4.578,-2.991
0.194,-0.151,-1.055,-21.484,8.911,-2.441
0.189,-0.161,-1.098,-20.691,12.268,-1.892
0.178,-0.166,-1.124,-21.545,14.221,-0.305
0.163,-0.171,-1.141,-20.142,14.587,1.282
0.162,-0.246,-2.179,113.525,-16.052,-23.132
0.138,-0.175,-2.189,142.883,-20.569,-29.175
0.126,-0.14,-2.146,171.387,-25.391,-35.156
0.145,-0.134,-2.08,197.205,-25.757,-41.504
0.16,-0.119,-2.089,222.9,-15.686,-46.448
0.161,-0.068,-2.178,248.291,3.479,-47.913
0.15,-0.016,-2.242,268.494,24.109,-47.119
0.146,-0.001,-2.303,287.476,39.307,-46.57
0.144,-0.032,-2.369,309.448,43.518,-48.157
0.108,-0.011,-2.422,332.336,33.752,-50.415
0.083,0.044,-2.385,356.018,11.108,-53.528
0.061,0.087,-2.245,381.042,-19.165,-61.462
0.045,0.117,-2.077,402.405,-50.72,-73.975
0.06,0.142,-1.937,415.71,-72.51,-86.914
0.082,0.163,-1.848,424.438,-78.613,-93.689
0.115,0.139,-1.777,430.237,-76.477,-94.36
0.141,0.077,-1.672,443.176,-75.134,-92.896
0.165,0.064,-1.541,461.792,-70.313,-88.562
0.156,0.031,-1.397,472.9,-59.814,-79.773
0.112,-0.02,-1.214,474.976,-50.293,-70.068
0.076,-0.064,-1.053,475.281,-48.218,-61.951
0.04,-0.092,-0.922,473.206,-53.162,-56.396
-0.027,-0.117,-0.828,472.351,-57.8,-54.749
-0.046,-0.205,-0.687,466.614,-59.509,-58.655
-0.011,-0.307,-0.512,455.505,-56.763,-63.782
0.037,-0.406,-0.312,440.063,-55.908,-64.636
0.068,-0.45,-0.17,423.218,-52.551,-56.702
0.087,-0.486,-0.068,406.433,-45.166,-46.204
0.092,-0.495,0.012,392.029,-37.781,-38.025
0.078,-0.489,0.122,375.366,-37.048,-35.706
0.049,-0.514,0.246,356.323,-44.922,-40.71
0.052,-0.627,0.396,334.9,-59.57,-53.162
0.077,-0.764,0.614,310.913,-80.383,-69.153
0.088,-1,0.959,285.889,-102.539,-81.604
0.053,-1.277,1.429,258.85,-120.056,-87.646
-0.07,-1.581,2.005,228.21,-127.502,-86.67
-0.219,-1.851,2.645,192.322,-118.591,-79.407
-0.269,-1.976,3.27,146.973,-91.614,-70.74
-0.21,-1.841,3.616,90.576,-55.908,-56.213
-0.029,-1.504,3.368,24.963,-20.691,-32.166
0.127,-1.198,2.647,-47.852,0.427,-5.371
0.226,-0.877,1.947,-120.239,5.981,20.935
0.276,-0.573,1.32,-173.889,6.775,44.617
0.297,-0.268,0.869,-203.003,9.827,56.824
0.309,-0.005,0.564,-210.388,17.944,57.617
0.306,0.197,0.431,-209.9,20.691,54.016
0.278,0.332,0.434,-209.045,13.916,46.57
0.264,0.404,0.502,-210.571,2.93,35.095
0.258,0.411,0.578,-216.309,-4.761,21.79
0.283,0.357,0.628,-223.938,-8.728,9.399
0.318,0.31,0.667,-234.314,-11.047,2.991
0.34,0.28,0.647,-247.07,-12.268,4.456
0.358,0.257,0.529,-260.864,-7.996,10.62
0.371,0.237,0.373,-273.132,0.671,18.677
0.394,0.258,0.219,-280.396,12.573,28.992
0.391,0.281,0.092,-282.959,24.414,41.199
0.355,0.311,-0.022,-280.701,36.255,53.894
0.343,0.337,-0.109,-274.597,49.438,63.049
0.293,0.348,-0.189,-271.79,60.913,67.505
0.253,0.401,-0.283,-276.672,63.965,70.618
0.224,0.406,-0.374,-285.156,55.237,72.327
0.237,0.414,-0.461,-294.678,42.725,72.327
0.229,0.401,-0.526,-297.607,34.058,70.251
0.228,0.365,-0.561,-296.448,38.452,69.824
0.215,0.343,-0.631,-294.556,52.246,71.472
0.166,0.358,-0.73,-288.696,64.758,73.242
0.11,0.373,-0.832,-280.457,73.853,72.998
0.087,0.365,-0.886,-266.724,81.299,68.604
0.093,0.293,-0.892,-251.526,84.473,61.218
0.093,0.284,-0.866,-241.272,77.087,58.167
0.058,0.345,-0.821,-240.723,55.908,58.777
0.043,0.341,-0.771,-250,30.518,55.847
0.092,0.296,-0.767,-263.794,12.024,49.744
0.147,0.241,-0.802,-283.203,3.906,46.265
0.177,0.085,-0.911,-308.044,11.108,48.889
0.133,0.125,-1.046,-328.064,32.776,58.167
0.114,0.159,-1.324,-298.645,59.814,78.369
0.043,0.262,-1.518,-252.502,102.234,79.773
-0.067,0.383,-1.662,-220.886,131.348,67.505
-0.137,0.424,-1.751,-198.425,129.578,65.857
-0.165,0.378,-1.777,-193.054,96.436,61.401
-0.144,0.42,-1.744,-204.59,34.546,43.762
-0.123,0.44,-1.704,-218.994,-33.081,36.316
-0.09,0.437,-1.662,-236.877,-88.745,27.893
-0.005,0.352,-1.678,-252.747,-118.958,22.156
0.047,0.246,-1.687,-261.902,-119.019,28.137
0.051,0.171,-1.657,-258.789,-93.75,41.443
0.016,0.157,-1.629,-243.042,-54.504,52.979
-0.027,0.143,-1.609,-221.558,-15.747,55.664
-0.076,0.12,-1.649,-191.04,9.766,47.363
-0.104,0.137,-1.697,-164.185,20.081,33.569
-0.12,0.12,-1.718,-149.597,17.212,19.897
-0.1,-0.034,-1.884,-145.813,2.869,5.981
-0.017,0.035,-1.56,-150.94,-11.719,-10.193
0.052,-0.025,-1.682,-118.958,-35.522,-0.061
0.038,-0.059,-1.586,-93.445,-25.696,5.432
0.033,-0.04,-1.541,-69.214,-18.86,4.089
0.031,-0.022,-1.481,-49.866,-9.644,1.282
0.051,-0.049,-1.424,-43.091,-1.526,-2.258
0.088,-0.079,-1.375,-38.696,1.221,-5.615
0.058,-0.125,-1.33,-30.884,0.427,-8.667
0.114,-0.122,-1.313,-21.057,0.244,-9.094
0.148,-0.108,-1.279,-12.756,-3.052,-9.583
0.164,-0.106,-1.231,-4.761,-10.071,-10.62
0.176,-0.094,-1.176,2.808,-11.353,-10.62
0.181,-0.08,-1.121,9.827,-9.705,-8.789
0.181,-0.072,-1.072,14.282,-8.301,-8.911
0.177,-0.071,-1.029,14.771,-7.019,-11.108
0.176,-0.072,-0.992,13.672,-6.287,-12.39
0.177,-0.073,-0.957,13,-6.653,-11.658
0.176,-0.071,-0.928,11.597,-6.409,-10.254
0.172,-0.071,-0.912,9.949,-5.188,-8.789
0.164,-0.063,-0.898,9.216,-3.906,-7.385
0.157,-0.065,-0.889,10.193,-3.296,-6.592
0.154,-0.061,-0.883,12.634,-3.601,-5.737
0.146,-0.042,-0.882,13.733,-4.883,-4.272
0.13,-0.025,-0.874,11.963,-7.324,-2.93
0.121,-0.016,-0.862,8.972,-9.827,-2.197
0.112,-0.022,-0.853,5.676,-10.803,-1.892
-0.354,-1.765,2.12,273.071,-91.431,-52.795
-0.607,-2.121,2.848,228.638,-89.966,-61.279
-0.712,-2.333,3.532,174.255,-77.698,-79.59
-0.559,-2.263,3.872,102.539,-54.932,-89.233
-0.25,-1.928,3.618,17.517,-28.687,-76.477
0.006,-1.523,2.838,-69.153,-4.517,-43.579
0.138,-1.082,1.981,-140.991,16.479,-3.54
0.183,-0.669,1.289,-193.542,36.499,32.288
0.182,-0.327,0.769,-222.778,51.025,56.03
0.172,-0.046,0.437,-228.271,57.678,65.125
0.172,0.167,0.334,-223.206,54.016,63.049
0.167,0.317,0.407,-218.506,42.175,53.467
0.179,0.383,0.525,-220.337,29.236,40.1
0.2,0.383,0.598,-231.445,20.386,26.733
0.256,0.327,0.627,-248.962,15.198,17.212
0.349,0.265,0.635,-272.583,12.146,14.404
0.418,0.184,0.623,-301.147,12.573,19.958
0.388,0.082,0.481,-321.96,20.752,33.752
0.334,0.104,0.189,-324.585,39.49,51.514
0.31,0.172,-0.084,-312.134,59.875,66.895
0.265,0.273,-0.295,-290.955,74.585,74.036
0.222,0.369,-0.374,-269.409,76.904,72.021
0.177,0.393,-0.343,-254.089,69.946,61.218
0.214,0.391,-0.328,-253.296,57.983,47.241
0.268,0.375,-0.315,-267.151,42.419,39.551
0.324,0.332,-0.363,-289.062,29.602,42.297
0.392,0.276,-0.416,-322.51,30.762,52.551
0.383,0.206,-0.476,-353.943,45.654,72.388
0.287,0.158,-0.643,-374.451,73.12,98.816
0.128,0.185,-0.974,-369.873,103.699,120.361
0.046,0.284,-1.252,-333.923,126.892,124.756
-0.002,0.391,-1.376,-287.537,138.306,113.098
-0.054,0.467,-1.367,-249.878,129.639,93.079
-0.055,0.464,-1.32,-229.492,97.717,70.679
-0.022,0.422,-1.299,-231.812,54.993,50.964
0.026,0.399,-1.313,-248.901,17.944,38.94
0.091,0.402,-1.317,-269.714,-4.822,34.607
0.117,0.402,-1.304,-292.358,-9.521,37.415
0.102,0.406,-1.318,-313.782,3.845,44.922
0.063,0.363,-1.374,-330.505,29.724,52.063
-0.013,0.312,-1.466,-334.595,56.763,59.631
-0.076,0.28,-1.585,-317.932,76.782,67.749
-0.143,0.324,-1.722,-283.936,87.708,69.336
-0.172,0.448,-1.812,-250.916,88.44,61.462
-0.216,0.489,-1.844,-227.722,68.604,47.546
-0.215,0.463,-1.786,-215.149,31.372,30.945
-0.068,0.347,-1.715,-207.275,-15.747,12.024
-0.017,0.266,-1.631,-209.473,-59.265,-2.991
0.023,0.192,-1.571,-212.646,-93.018,-1.465
0.026,0.251,-1.362,-210.388,-109.741,1.465
0.079,0.174,-1.282,-197.571,-119.141,12.39
0.079,0.065,-1.292,-169.312,-102.966,6.897
0.095,0.075,-1.298,-131.348,-69.885,0.732
0.111,0.107,-1.302,-101.746,-27.405,5.188
0.096,0.089,-1.312,-81.97,5.005,9.888
0.096,0.089,-1.326,-67.627,21.606,8.179
0.097,0.067,-1.339,-60.059,21.545,2.869
0.118,0.032,-1.326,-58.838,8.667,-0.61
0.136,0.011,-1.298,-58.899,-8.545,-0.793
0.132,-0.007,-1.262,-57.861,-21.912,-0.61
0.142,-0.024,-1.233,-56.885,-27.893,1.099
0.157,-0.037,-1.218,-56.58,-28.748,5.615
0.163,-0.047,-1.209,-55.725,-26.245,7.507
0.152,-0.058,-1.207,-50.476,-19.592,6.531
0.158,-0.062,-1.207,-43.518,-11.353,6.836
0.159,-0.074,-1.208,-37.292,-3.357,6.531
0.155,-0.079,-1.219,-29.968,2.991,3.601
0.155,-0.077,-1.225,-22.4,6.531,0.061
0.164,-0.088,-1.215,-16.968,6.47,-2.319
0.17,-0.1,-1.192,-14.16,3.113,-4.028
0.171,-0.107,-1.159,-12.146,-2.869,-4.883
0.174,-0.107,-1.113,-11.169,-9.766,-5.066
0.169,-0.103,-1.063,-10.681,-16.357,-4.883
0.171,-0.102,-1.016,-11.047,-21.484,-5.005
0.176,-0.099,-0.972,-10.559,-25.696,-5.554
0.174,-0.097,-0.934,-9.033,-27.344,-5.92
0.183,-0.083,-0.904,-7.996,-24.841,-6.409
0.195,-0.078,-0.89,-8.545,-19.165,-5.859
0.206,-0.088,-0.897,-10.437,-11.597,-5.493
0.214,-0.094,-0.928,-12.024,-4.333,-4.639
0.212,-0.074,-0.977,-12.817,-0.122,-2.747
0.208,-0.048,-1.02,-13.733,0.732,-1.526
0.211,-0.037,-1.051,-14.221,-1.953,-1.892
0.206,-0.04,-1.064,-13.123,-6.226,-4.15
0.212,-0.043,-1.068,-11.292,-9.827,-5.066
0.214,-0.054,-1.064,-10.742,-10.986,-4.15
0.208,-0.059,-1.054,-10.254,-10.071,-3.296
0.204,-0.066,-1.047,-10.132,-8.24,-2.625
0.2,-0.08,-1.043,-9.521,-6.897,-2.441
0.205,-0.081,-1.046,-7.935,-6.653,-2.563
0.206,-0.093,-1.039,-6.287,-7.019,-3.052
0.207,-0.101,-1.032,-4.7,-6.775,-2.747
0.21,-0.1,-1.025,-3.235,-5.859,-2.136
0.207,-0.103,-1.013,-2.38,-5.005,-2.319
0.207,-0.108,-1.001,-2.197,-4.211,-2.502
0.209,-0.114,-0.994,-2.502,-3.052,-2.38
0.21,-0.117,-0.985,-2.869,-2.014,-2.686
0.21,-0.121,-0.983,-3.052,-1.038,-2.93
0.209,-0.126,-0.981,-2.991,-0.854,-2.808
0.213,-0.13,-0.981,-2.93,-1.221,-2.38
0.21,-0.131,-0.989,-2.991,-1.648,-1.404
0.206,-0.119,-0.995,-1.892,-2.258,0.488
0.205,-0.106,-0.998,-0.977,-2.625,1.282
0.202,-0.103,-0.997,-0.793,-2.319,1.282
0.199,-0.103,-0.992,-0.977,-1.831,0.916
0.199,-0.097,-0.992,-1.038,-0.61,0.61
0.197,-0.09,-0.996,-1.221,0.854,0.183
0.2,-0.086,-0.999,-1.038,1.465,-0.732
0.2,-0.083,-0.997,-0.977,1.16,-1.526
0.197,-0.08,-0.992,-1.282,0.916,-1.709
0.198,-0.08,-0.984,-1.892,1.465,-1.648
0.198,-0.082,-0.98,-2.625,1.526,-1.404
0.199,-0.089,-0.98,-2.563,1.343,-0.854
0.2,-0.095,-0.987,-0.916,1.038,0.244
0.201,-0.083,-0.991,2.075,0.122,0.854
0.2,-0.07,-0.99,4.028,-0.732,0.427
0.198,-0.073,-0.982,4.211,-2.014,0.183
0.198,-0.078,-0.973,3.418,-2.991,-0.183
0.199,-0.079,-0.968,1.404,-3.113,-0.488
0.173,0.235,-2.159,337.585,83.679,-41.748
0.138,0.229,-2.125,338.928,65.369,-50.964
0.115,0.251,-2.084,343.018,42.908,-60.852
0.111,0.286,-2.023,352.783,20.996,-71.777
0.112,0.302,-1.971,367.126,4.517,-83.13
0.13,0.295,-1.855,383.789,-5.066,-91.614
0.201,0.239,-1.691,398.193,-10.132,-96.741
0.236,0.229,-1.511,401.855,-13.123,-96.13
0.244,0.31,-1.395,394.836,-16.357,-85.083
0.255,0.364,-1.303,383.057,-19.043,-71.35
0.236,0.416,-1.253,375.122,-20.569,-62.927
0.196,0.495,-1.244,375,-21.423,-62.378
0.176,0.505,-1.208,377.197,-22.217,-67.383
0.176,0.481,-1.141,379.761,-23.865,-75.989
0.216,0.391,-1.081,379.15,-26.367,-81.787
0.225,0.379,-1.023,374.268,-31.799,-78.491
0.172,0.342,-0.979,372.192,-37.964,-70.923
0.159,0.278,-0.897,379.028,-37.231,-67.688
0.118,0.211,-0.781,385.498,-31.433,-65.43
0.107,0.091,-0.636,388.245,-26.245,-62.378
0.13,0.022,-0.486,387.146,-21.545,-61.035
0.116,-0.037,-0.377,377.686,-19.409,-57.495
0.093,-0.071,-0.333,367.065,-19.409,-53.345
0.063,-0.099,-0.29,358.521,-21.118,-52.063
0.06,-0.149,-0.22,350.342,-26.978,-55.176
0.073,-0.224,-0.149,344.666,-35.706,-63.171
0.097,-0.308,-0.048,338.318,-45.593,-72.021
0.113,-0.462,0.123,328.674,-58.838,-79.651
0.144,-0.648,0.36,318.604,-72.51,-89.294
0.144,-0.917,0.701,303.528,-85.205,-98.389
0.079,-1.228,1.123,280.884,-96.802,-107.3
-0.029,-1.587,1.663,246.948,-108.765,-118.958
-0.159,-1.965,2.276,201.172,-122.314,-129.517
-0.183,-2.269,2.888,148.987,-126.465,-132.996
-0.095,-2.335,3.309,88.501,-112.366,-124.023
0.076,-2.081,3.238,20.264,-78.735,-95.825
0.242,-1.695,2.651,-50.171,-35.278,-52.551
0.312,-1.236,1.936,-114.319,-1.038,-5.188
0.327,-0.803,1.341,-165.1,16.968,39.185
0.303,-0.393,0.871,-194.824,26.184,69.092
0.286,-0.053,0.538,-203.918,33.752,81.543
0.299,0.174,0.376,-202.637,37.17,82.52
0.34,0.312,0.396,-200.134,31.555,78.491
0.367,0.358,0.516,-200.806,22.583,75.256
0.383,0.369,0.63,-206.238,19.47,75.5
0.377,0.34,0.679,-217.407,21.423,78.857
0.356,0.317,0.664,-230.103,24.963,83.435
0.33,0.314,0.619,-243.896,27.039,89.294
0.294,0.301,0.524,-259.705,26.245,95.215
0.243,0.313,0.383,-269.653,25.146,97.778
0.235,0.344,0.273,-272.4,26.001,93.872
0.236,0.356,0.245,-276.978,23.01,87.646
0.247,0.37,0.255,-288.879,14.343,83.313
0.239,0.361,0.269,-309.387,6.47,82.825
0.22,0.293,0.248,-326.355,3.662,84.961
0.199,0.256,0.154,-342.834,8.118,83.557
0.19,0.225,0.037,-356.201,18.799,86.304
0.187,0.176,-0.084,-369.08,33.997,98.145
0.129,0.137,-0.189,-381.348,53.223,114.075
0.046,0.153,-0.354,-388.611,71.899,127.563
-0.075,0.164,-0.579,-387.817,87.158,132.69
-0.164,0.221,-0.845,-366.211,95.947,127.625
-0.185,0.288,-1.001,-336.609,95.459,111.267
-0.201,0.337,-1.058,-302.124,83.496,88.989
-0.175,0.335,-1.023,-275.33,59.509,65.186
-0.114,0.262,-0.97,-258.301,32.837,42.725
-0.048,0.185,-0.932,-259.033,11.841,28.564
-0.009,0.142,-0.917,-270.264,-0.916,25.879
0.016,0.134,-0.897,-286.621,-5.676,31.616
0.025,0.107,-0.901,-307.739,-2.93,39.856
0.004,0.061,-1.012,-328.125,10.193,48.828
-0.033,0.015,-1.222,-341.492,33.691,59.143
-0.096,0.037,-1.479,-337.158,60.974,68.97
-0.151,0.138,-1.719,-313.416,83.13,73.914
-0.207,0.26,-1.888,-275.513,88.562,72.51
-0.215,0.352,-1.916,-238.403,73.669,62.622
-0.226,0.399,-1.879,-209.717,37.048,44.067
