aX,aY,aZ,gX,gY,gZ
0.18,0.86,0.214,7.202,23.499,-19.287
0.201,0.876,0.207,8.118,13.916,-14.282
0.229,0.868,0.237,6.714,6.226,-9.521
0.267,0.858,0.275,4.822,1.648,-5.859
0.302,0.85,0.303,5.676,-1.038,-4.639
0.31,0.851,0.311,8.057,0.793,-6.226
0.305,0.842,0.326,10.986,8.24,-9.644
0.306,0.833,0.343,12.756,19.043,-14.526
0.294,0.823,0.353,17.029,28.625,-19.287
0.268,0.822,0.349,22.095,35.645,-22.888
0.252,0.828,0.327,26.733,39.978,-25.269
0.248,0.839,0.303,29.846,40.527,-26.489
0.247,0.856,0.292,30.273,37.903,-25.757
0.255,0.857,0.306,28.503,33.142,-23.071
0.277,0.852,0.338,26.001,27.161,-19.409
0.314,0.845,0.386,23.926,19.836,-14.893
0.355,0.854,0.418,21.912,12.695,-9.766
0.397,0.88,0.437,20.264,5.92,-5.554
0.435,0.908,0.436,18.372,1.221,-2.502
0.457,0.922,0.453,16.174,-0.427,0.244
0.46,0.928,0.456,15.686,2.441,2.625
0.453,0.938,0.454,16.174,10.986,5.371
0.433,0.954,0.466,15.076,22.461,8.057
0.39,0.965,0.467,13.977,33.813,9.644
0.328,0.969,0.468,13.184,42.908,10.742
0.277,0.96,0.478,10.925,48.706,11.658
0.23,0.95,0.479,9.949,49.316,13.794
0.186,0.954,0.475,10.071,44.739,16.663
0.155,0.964,0.467,10.132,36.621,18.616
0.141,0.967,0.446,10.01,27.344,19.165
0.141,0.974,0.433,7.324,19.043,19.348
0.161,0.988,0.419,2.93,11.78,19.836
0.176,1.005,0.42,0.916,5.798,20.447
0.21,1.047,0.427,0.977,3.357,19.226
0.24,1.082,0.428,1.282,2.563,14.954
0.272,1.09,0.42,-2.38,2.686,7.751
0.297,1.058,0.395,-9.583,2.502,-0.793
0.298,0.969,0.368,-18.25,2.014,-6.226
0.284,0.876,0.37,-25.33,2.258,-8.118
0.273,0.801,0.362,-28.748,4.028,-7.263
0.263,0.748,0.368,-27.954,4.883,-5.493
-0.539,-3.546,1.283,56.152,93.262,37.781
-0.282,-3.781,2.019,134.949,57.983,76.233
0.061,-3.473,2.755,221.252,18.921,29.236
0.425,-2.922,3.444,281.921,-19.775,-66.895
0.71,-2.274,3.971,311.279,-63.538,-161.438
1.007,-1.472,4,315.308,-109.131,-210.754
1.298,-0.595,4,318.054,-157.288,-193.115
1.492,0.374,3.803,308.044,-202.087,-112.793
1.567,1.17,3.242,276.611,-228.088,10.864
1.352,1.92,2.738,208.069,-230.042,144.958
1.088,2.482,2.229,95.703,-193.97,244.202
0.867,2.755,1.786,-39.429,-130.92,281.128
0.68,2.766,1.384,-143.372,-62.195,262.329
0.458,2.48,1.255,-179.321,-14.465,178.101
0.244,1.631,1.434,-170.593,13,33.569
0.098,0.279,1.615,-175.903,48.035,-107.117
-0.026,-0.936,1.799,-191.04,92.407,-183.716
0.032,-1.74,1.593,-190.43,136.414,-182.312
-0.007,-1.866,1.183,-153.748,151.611,-119.446
-0.058,-1.546,0.686,-92.834,124.023,-38.391
-0.166,-0.987,0.521,-52.307,72.754,27.771
-0.169,-0.467,0.645,-44.556,17.517,62.256
-0.058,-0.081,0.854,-53.772,-30.64,78.552
0.058,0.171,1.064,-65.491,-66.65,89.539
0.158,0.359,1.21,-79.468,-82.642,95.825
0.223,0.511,1.255,-90.393,-77.271,96.985
0.245,0.576,1.264,-102.844,-58.716,84.167
0.256,0.529,1.241,-116.394,-36.865,55.969
0.272,0.444,1.201,-128.418,-17.761,19.897
0.252,0.321,1.13,-136.23,-5.188,-11.475
0.186,0.219,1.051,-136.658,3.357,-30.518
0.135,0.158,0.975,-131.958,10.376,-36.438
0.099,0.154,0.908,-125.061,15.625,-32.776
0.049,0.174,0.874,-117.065,17.944,-24.78
0.018,0.218,0.856,-106.262,18.982,-16.907
0.025,0.292,0.815,-92.651,18.494,-11.23
0.067,0.378,0.741,-77.942,14.465,-9.094
0.11,0.467,0.665,-67.505,7.08,-7.751
0.145,0.543,0.619,-62.805,0.61,-5.798
0.189,0.607,0.574,-61.035,-1.099,-3.784
0.253,0.639,0.53,-59.753,-0.549,-2.197
0.317,0.667,0.495,-59.082,-1.648,-1.221
0.363,0.675,0.48,-59.509,-3.784,0.793
0.392,0.693,0.465,-63.171,-3.296,5.188
0.385,0.702,0.446,-66.711,2.258,10.986
0.355,0.685,0.418,-67.932,13.794,14.648
0.323,0.669,0.384,-67.322,29.236,13.916
0.267,0.653,0.348,-63.171,45.349,9.399
0.203,0.654,0.324,-54.81,60.242,2.808
0.169,0.671,0.295,-43.274,72.083,-3.662
0.155,0.721,0.224,-29.663,77.637,-7.812
0.14,0.774,0.179,-18.494,75.256,-9.216
0.153,0.826,0.133,-12.756,64.697,-9.399
0.181,0.863,0.082,-8.24,51.331,-5.92
0.191,0.897,0.081,-5.859,39.551,1.343
0.211,0.944,0.111,-6.47,32.959,10.864
0.22,1.001,0.138,-6.836,29.907,19.043
0.202,1.045,0.187,-7.812,29.236,22.4
0.2,1.04,0.224,-7.324,31.616,19.165
0.216,1.045,0.231,-5.066,35.522,12.024
0.213,1.039,0.215,-2.625,39.612,5.127
0.2,1.031,0.203,-2.747,44.312,-0.916
0.194,1.013,0.173,-3.601,48.828,-5.92
0.207,0.995,0.136,-2.136,49.744,-10.315
0.203,0.95,0.113,1.099,46.143,-13.245
0.21,0.937,0.115,2.502,41.26,-13
0.221,0.925,0.111,4.089,36.316,-9.216
0.238,0.928,0.135,6.897,31.311,-4.395
0.257,0.951,0.176,8.545,27.649,-0.427
0.276,0.988,0.178,11.658,26.001,3.174
0.275,1.015,0.185,15.198,26.184,4.211
0.277,1.039,0.206,15.808,28.809,1.831
0.28,1.057,0.201,16.418,32.166,-0.977
0.258,1.072,0.192,16.602,35.461,-2.93
0.235,1.065,0.201,13.916,39.307,-3.662
0.213,1.047,0.218,12.085,40.71,-2.93
0.187,1.042,0.227,12.207,38.513,-1.038
0.161,1.061,0.218,14.16,34.546,2.563
0.14,1.073,0.213,15.503,30.823,6.47
0.131,1.072,0.232,14.771,27.771,9.949
0.135,1.064,0.267,11.902,23.804,12.512
0.144,1.085,0.282,9.705,18.188,15.015
0.162,1.107,0.279,10.986,11.78,16.296
0.183,1.166,0.304,16.602,6.775,16.602
0.21,1.225,0.335,20.874,5.493,14.832
0.243,1.272,0.363,16.907,5.371,9.644
0.256,1.261,0.365,5.981,3.845,2.258
0.251,1.172,0.336,-7.568,1.404,-3.052
0.22,1.052,0.319,-21.912,-0.427,-4.089
0.183,0.933,0.317,-31.311,-1.099,-4.089
0.161,0.805,0.32,-34.973,-0.671,-4.333
0.158,0.708,0.353,-34.912,-0.977,-3.54
0.174,0.654,0.375,-29.968,-3.601,-0.305
0.186,0.636,0.378,-20.203,-8.911,3.967
0.2,0.667,0.388,-10.559,-12.878,6.042
0.219,0.719,0.393,-3.113,-13.428,5.554
0.234,0.765,0.383,3.54,-11.841,3.418
0.245,0.793,0.375,7.019,-9.827,-1.16
0.259,0.817,0.376,6.958,-8.24,-5.554
0.268,0.838,0.374,4.7,-7.019,-8.911
0.264,0.833,0.368,2.319,-7.019,-11.292
0.271,0.827,0.366,-0.916,-8.057,-12.817
0.272,0.801,0.373,-4.944,-10.925,-13.489
0.277,0.77,0.393,-7.812,-14.343,-13.367
0.298,0.747,0.413,-8.301,-17.09,-12.39
0.315,0.736,0.419,-5.432,-19.409,-10.193
0.328,0.749,0.424,-1.16,-20.142,-8.057
0.344,0.769,0.437,2.502,-18.738,-6.714
0.361,0.803,0.436,5.92,-15.747,-5.859
0.358,0.839,0.443,8.301,-12.146,-5.676
0.359,0.863,0.456,7.935,-7.874,-6.653
0.354,0.874,0.462,7.446,-4.7,-7.568
0.349,0.883,0.469,5.92,-2.441,-7.935
0.337,0.895,0.475,3.296,-1.343,-7.446
0.328,0.894,0.475,0.977,-1.038,-7.202
0.319,0.883,0.466,-0.854,-1.709,-7.568
0.307,0.859,0.455,-2.869,-2.075,-6.836
0.302,0.83,0.455,-5.066,-2.075,-5.676
0.301,0.803,0.453,-5.188,-2.625,-4.456
-0.628,-2.373,1.248,38.147,44.189,-43.64
-0.36,-2.822,1.72,78.796,20.813,-14.099
-0.049,-2.821,2.351,124.756,-27.893,14.526
0.382,-2.437,3.092,160.889,-72.388,30.09
0.774,-1.61,4,171.326,-97.473,33.203
0.933,-0.443,4,195.618,-103.149,34.119
1.034,0.703,4,253.601,-106.689,34.363
1.075,1.677,3.521,280.09,-116.272,37.476
1.197,2.195,2.491,235.535,-120.972,47.852
1.274,2.549,1.625,132.874,-118.347,59.814
1.235,2.412,1.013,36.377,-93.201,56.213
1.024,1.779,0.891,-46.143,-30.457,25.696
0.678,0.693,1.013,-132.202,62.988,-28.809
0.17,-0.492,1.291,-176.086,156.982,-89.355
-0.312,-1.13,1.543,-161.072,224.182,-144.348
-0.585,-1.139,1.209,-84.717,235.291,-165.955
-0.719,-0.863,0.53,23.621,191.772,-148.865
-0.67,-0.521,0.08,81.055,126.465,-108.459
-0.541,-0.211,0.084,64.453,53.589,-49.744
-0.291,-0.022,0.436,15.625,-9.766,16.235
0.04,0.137,0.85,-29.053,-54.749,78.308
0.314,0.27,1.163,-55.176,-79.895,120.728
0.467,0.379,1.339,-67.444,-80.444,136.169
0.514,0.457,1.41,-71.411,-57.312,126.648
0.49,0.497,1.437,-72.51,-18.188,98.145
0.408,0.462,1.418,-72.632,23.376,54.565
0.325,0.383,1.371,-67.627,55.786,8.24
0.233,0.249,1.297,-63.904,73.669,-29.48
0.158,0.148,1.16,-61.096,76.538,-47.18
0.102,0.109,1.012,-55.481,66.162,-42.725
0.066,0.134,0.914,-51.147,44.739,-23.437
0.031,0.216,0.891,-50.842,17.517,4.578
0.02,0.331,0.932,-54.443,-9.766,33.875
0.026,0.459,0.994,-59.204,-31.006,55.542
0.071,0.569,1.071,-62.866,-42.053,64.758
0.119,0.657,1.108,-65.979,-42.725,60.852
0.147,0.692,1.117,-72.632,-34.424,46.387
0.186,0.673,1.062,-78.247,-20.447,25.574
0.225,0.613,0.971,-78.125,-7.08,1.404
0.29,0.538,0.837,-75.806,1.465,-21.179
0.335,0.468,0.709,-73.303,4.517,-35.583
0.359,0.407,0.611,-70.496,3.357,-37.781
0.378,0.394,0.525,-64.819,0.977,-29.358
0.391,0.434,0.465,-58.838,-3.418,-14.587
0.366,0.499,0.474,-55.115,-6.531,1.221
0.345,0.583,0.472,-52.124,-4.089,13.489
0.293,0.653,0.474,-46.448,1.831,18.311
0.261,0.708,0.451,-38.94,10.193,14.038
0.229,0.762,0.404,-31.799,19.165,3.967
0.234,0.82,0.359,-26.672,26.245,-7.08
0.209,0.828,0.335,-21.423,28.87,-15.259
0.206,0.859,0.291,-18.127,29.541,-20.264
0.232,0.882,0.229,-15.259,28.625,-19.836
0.251,0.904,0.188,-13.733,25.269,-15.32
0.262,0.913,0.168,-15.747,21.606,-9.644
0.281,0.912,0.16,-18.188,17.639,-4.517
0.296,0.9,0.161,-19.775,12.756,-0.122
0.301,0.884,0.189,-22.461,9.033,4.089
0.306,0.854,0.205,-23.804,8.484,8.118
0.289,0.831,0.218,-21.423,11.169,11.108
0.284,0.835,0.227,-18.555,16.357,11.414
0.279,0.843,0.209,-13.245,21.362,9.338
0.277,0.862,0.199,-6.226,24.963,5.981
0.281,0.891,0.181,0.305,28.564,2.686
0.28,0.937,0.174,5.676,31.677,-0.732
0.277,0.969,0.159,9.583,32.959,-4.578
0.279,0.983,0.166,11.23,33.325,-9.155
0.291,0.979,0.188,9.766,32.593,-13
0.307,0.965,0.207,7.141,30.334,-12.268
0.321,0.972,0.215,4.272,27.893,-7.507
0.318,0.967,0.221,0.488,26.367,-2.93
0.317,0.942,0.245,-5.432,26.367,-0.854
0.331,0.911,0.254,-9.644,27.71,-1.404
0.325,0.875,0.244,-9.583,28.503,-3.845
0.307,0.833,0.228,-8.24,30.884,-7.568
0.314,0.8,0.226,-7.446,35.583,-10.62
0.326,0.786,0.208,-3.967,39.673,-11.108
0.322,0.777,0.179,4.517,42.908,-9.521
0.338,0.792,0.149,14.221,46.875,-7.568
0.358,0.821,0.108,23.926,50.171,-4.15
0.347,0.86,0.107,32.898,52.49,1.526
0.326,0.902,0.121,40.955,55.115,7.507
0.281,0.956,0.161,46.509,56.824,12.207
0.261,1.029,0.182,49.561,55.237,15.381
0.242,1.145,0.25,55.42,48.523,19.104
0.228,1.272,0.337,56.763,39.856,22.705
0.235,1.436,0.382,46.326,30.334,25.94
0.236,1.502,0.38,33.142,17.151,28.564
0.216,1.485,0.38,15.137,3.906,29.541
0.22,1.334,0.381,-6.348,-3.357,29.541
0.221,1.199,0.436,-25.146,-5.188,26.917
0.217,1.07,0.479,-39.551,-3.967,21.79
0.216,0.919,0.487,-43.457,-1.282,17.517
0.211,0.81,0.479,-39.978,1.587,13.977
0.202,0.732,0.472,-34.851,4.761,10.315
0.191,0.675,0.464,-27.161,6.836,6.897
0.185,0.646,0.448,-18.433,8.484,3.113
0.19,0.652,0.431,-10.742,9.094,-0.244
0.191,0.668,0.412,-4.517,7.69,-2.869
0.191,0.697,0.401,-1.526,4.761,-4.456
0.193,0.722,0.404,-2.93,1.343,-5.249
0.208,0.739,0.407,-6.409,-2.625,-5.31
0.227,0.74,0.411,-10.071,-7.507,-5.798
0.246,0.723,0.429,-12.939,-12.878,-6.775
0.278,0.699,0.442,-13.367,-18.066,-8.179
0.305,0.679,0.443,-10.62,-22.766,-9.033
0.327,0.66,0.461,-7.385,-25.085,-9.46
0.367,0.651,0.477,-4.089,-24.109,-8.545
0.394,0.675,0.504,-0.244,-21.729,-6.592
0.412,0.71,0.513,4.944,-18.799,-5.066
0.423,0.762,0.515,9.583,-14.709,-5.31
0.424,0.81,0.521,10.986,-8.789,-6.348
0.423,0.848,0.527,10.498,-3.235,-7.812
0.419,0.874,0.519,9.277,1.099,-9.338
0.406,0.887,0.524,6.897,3.784,-10.315
0.398,0.888,0.516,3.784,4.883,-10.559
0.387,0.88,0.495,1.099,4.639,-9.949
0.373,0.861,0.485,-2.075,3.845,-8.606
0.356,0.826,0.481,-4.944,3.174,-6.531
-0.809,-1.009,1.645,118.713,-43.457,26.611
-0.719,-0.83,2.163,128.601,-71.533,28.809
-0.466,-0.645,2.611,135.071,-95.276,-3.174
-0.126,-0.516,2.897,139.282,-115.479,-49.683
0.22,-0.427,3,138.672,-123.474,-94.116
0.601,-0.428,2.96,127.747,-116.211,-129.272
1.082,-0.466,2.766,117.554,-95.459,-156.494
1.532,-0.451,2.448,117.188,-67.2,-169.373
1.834,-0.306,2.093,114.929,-40.649,-159.241
1.925,-0.09,1.844,98.267,-20.935,-124.39
1.749,0.141,1.758,61.096,0.122,-70.313
1.406,0.338,1.736,13.428,30.64,-11.047
1.019,0.432,1.716,-30.762,64.209,34.729
0.665,0.368,1.708,-67.078,89.722,55.542
0.38,0.203,1.667,-91.492,103.699,57.373
0.197,-0.023,1.578,-104.553,107.483,54.382
0.076,-0.205,1.454,-109.802,108.154,58.411
-0.005,-0.283,1.361,-109.558,108.154,70.313
-0.052,-0.276,1.29,-108.276,103.088,76.05
-0.084,-0.26,1.226,-105.286,94.299,69.641
-0.11,-0.271,1.174,-101.257,85.815,57.19
-0.109,-0.275,1.111,-97.534,80.139,46.021
-0.083,-0.236,1.052,-92.163,72.754,40.344
-0.069,-0.155,0.97,-85.51,59.998,39.124
-0.059,-0.061,0.89,-80.078,44.739,39.917
-0.016,0.06,0.824,-76.111,29.358,41.87
0.011,0.206,0.811,-71.838,15.442,44.006
0.029,0.364,0.819,-67.566,6.897,45.898
0.041,0.519,0.829,-63.904,6.714,45.044
0.031,0.642,0.82,-63.416,13.367,37.292
0.023,0.707,0.788,-63.904,23.315,21.545
0.015,0.716,0.743,-61.768,32.104,1.892
0.035,0.709,0.668,-57.19,37.903,-17.029
0.076,0.695,0.573,-51.697,38.391,-31.555
0.104,0.695,0.484,-46.997,33.752,-37.781
0.141,0.706,0.386,-44.373,26.428,-37.415
0.176,0.711,0.306,-42.847,16.846,-32.41
0.203,0.711,0.291,-45.471,7.446,-24.048
0.239,0.72,0.281,-49.438,2.625,-13.916
0.256,0.74,0.3,-51.758,1.404,-5.981
0.258,0.737,0.322,-51.392,2.686,-3.235
0.272,0.757,0.323,-49.194,7.263,-4.333
0.288,0.764,0.284,-43.274,11.597,-9.155
0.281,0.763,0.261,-34.668,13.367,-16.418
0.32,0.766,0.211,-28.015,15.32,-22.522
0.356,0.76,0.14,-21.667,14.709,-22.949
0.36,0.756,0.123,-18.372,11.475,-16.907
0.382,0.768,0.127,-19.043,9.338,-6.836
0.376,0.8,0.135,-19.714,6.958,4.578
0.355,0.825,0.159,-19.958,3.967,14.587
0.347,0.86,0.198,-20.996,3.235,21.484
0.324,0.886,0.212,-19.287,3.723,24.597
0.276,0.891,0.219,-14.526,5.798,24.597
0.255,0.9,0.222,-12.451,11.536,20.264
0.248,0.905,0.219,-11.963,17.212,13.428
0.247,0.881,0.186,-6.531,19.226,6.348
0.25,0.879,0.158,-0.183,18.066,-0.122
0.267,0.879,0.12,4.15,14.709,-3.845
0.29,0.871,0.097,9.094,9.583,-3.601
0.301,0.879,0.106,10.742,3.845,-1.465
0.314,0.894,0.141,8.362,1.404,-0.183
0.315,0.903,0.18,8.179,2.136,0
0.309,0.904,0.22,9.949,5.005,-1.648
0.318,0.929,0.271,9.338,10.01,-4.333
0.318,0.962,0.299,11.292,14.343,-7.019
0.305,0.984,0.305,16.113,17.639,-10.864
0.303,0.996,0.295,18.494,21.118,-16.479
0.305,0.989,0.297,16.968,24.109,-21.606
0.312,0.959,0.286,14.16,25.94,-24.719
0.322,0.938,0.275,12.146,24.78,-24.597
0.344,0.921,0.26,10.071,20.02,-22.095
0.366,0.908,0.262,9.888,12.268,-16.113
0.392,0.906,0.266,10.315,4.15,-6.958
0.418,0.921,0.296,10.254,-2.136,3.906
0.436,0.941,0.333,10.193,-5.31,14.709
0.453,0.962,0.382,9.766,-5.005,22.278
0.459,0.983,0.434,7.385,-1.648,25.757
0.462,0.986,0.467,6.104,4.211,25.452
0.456,0.979,0.492,5.371,11.108,21.484
0.441,0.96,0.502,3.052,18.433,14.893
0.416,0.96,0.486,1.709,25.574,8.606
0.403,0.964,0.431,6.165,32.104,3.296
0.409,1.07,0.479,19.104,38.391,-0.183
0.44,1.192,0.463,29.846,43.457,-3.784
0.451,1.277,0.404,24.841,40.222,-11.108
0.454,1.228,0.345,1.831,28.992,-18.188
0.449,1.1,0.333,-27.466,15.076,-15.808
0.425,0.977,0.35,-50.537,2.991,-4.395
0.4,0.88,0.367,-62.988,-3.723,8.362
0.383,0.776,0.411,-66.223,-6.531,17.09
0.377,0.7,0.443,-60.12,-5.493,21.423
0.377,0.654,0.44,-46.082,-1.343,22.339
0.364,0.652,0.432,-31.067,6.287,19.409
0.354,0.671,0.423,-17.883,17.09,13.245
0.347,0.706,0.416,-8.118,28.992,5.31
0.336,0.738,0.403,-0.977,40.405,-2.502
0.305,0.779,0.374,3.113,49.255,-8.789
0.263,0.807,0.334,3.601,53.528,-13.55
0.226,0.812,0.303,0.793,51.086,-16.846
0.208,0.787,0.281,-4.028,40.466,-17.944
0.207,0.75,0.272,-8.667,24.414,-15.076
0.226,0.722,0.275,-13.489,7.385,-8.24
0.258,0.708,0.295,-18.372,-7.507,-0.305
0.297,0.701,0.317,-20.386,-18.127,6.042
0.329,0.696,0.356,-19.226,-23.315,8.423
0.361,0.698,0.378,-14.526,-23.621,7.507
0.39,0.702,0.378,-7.629,-19.836,3.723
0.404,0.724,0.38,-1.282,-13.55,-1.77
0.418,0.755,0.386,4.089,-6.409,-6.592
0.43,0.809,0.389,7.935,0.366,-9.888
0.422,0.849,0.376,10.01,5.005,-10.376
0.413,0.882,0.369,8.362,7.019,-10.193
0.409,0.889,0.366,3.601,6.531,-10.315
0.407,0.88,0.364,-0.671,3.723,-9.827
0.404,0.852,0.371,-4.517,-0.488,-8.301
0.406,0.826,0.387,-7.507,-4.944,-5.493
0.404,0.807,0.399,-8.667,-9.46,-2.441
0.408,0.797,0.402,-8.667,-12.207,1.16
0.411,0.79,0.418,-7.996,-12.817,3.784
-0.801,-1.82,1.452,21.24,119.507,-78.552
-0.76,-2.333,1.981,20.142,101.257,-124.023
-0.286,-2.731,2.553,23.804,23.437,-198.853
0.324,-2.816,3.176,43.945,-80.994,-247.009
0.943,-2.433,3.651,88.196,-175.842,-225.647
1.463,-1.6,3.833,146.729,-238.22,-146.667
1.774,-0.546,3.74,189.27,-253.906,-43.579
1.775,0.6,3.442,189.087,-217.529,54.81
1.455,1.539,3.008,153.137,-145.142,124.329
1.028,2.2,2.442,98.999,-63.599,145.996
0.654,2.363,1.989,29.785,3.418,106.445
0.343,1.908,1.706,-48.462,52.856,25.818
0.13,1.093,1.536,-120.056,90.881,-56.458
-0.009,0.073,1.378,-168.213,120.911,-103.943
-0.051,-0.648,1.126,-185.73,142.395,-99.243
-0.063,-0.995,0.867,-162.231,142.09,-56.213
-0.08,-0.957,0.666,-115.112,116.699,-3.113
-0.094,-0.645,0.591,-72.083,81.177,45.715
-0.125,-0.336,0.639,-50.842,45.654,78.308
-0.105,-0.045,0.778,-48.279,16.357,91.675
-0.079,0.165,0.874,-49.255,-2.502,90.698
-0.063,0.344,0.931,-52.185,-10.376,80.75
-0.052,0.486,0.947,-59.021,-7.812,63.965
-0.036,0.551,0.94,-67.993,0.244,40.955
0.003,0.496,0.906,-75.256,9.827,15.625
0.072,0.397,0.851,-79.529,18.188,-5.798
0.159,0.311,0.776,-81.665,21.79,-18.738
0.253,0.235,0.667,-78.064,18.188,-22.4
0.326,0.195,0.581,-71.35,9.766,-14.526
0.377,0.221,0.545,-65.979,0.122,1.648
0.409,0.289,0.534,-61.584,-7.202,21.484
0.434,0.383,0.539,-54.932,-12.146,36.987
0.442,0.478,0.546,-47.302,-13.977,44.189
0.433,0.571,0.549,-40.344,-10.01,44.067
0.411,0.635,0.514,-32.593,-0.549,37.476
0.396,0.712,0.465,-23.804,12.695,27.161
0.363,0.774,0.406,-14.404,24.658,16.235
0.296,0.819,0.38,-5.981,34.424,7.08
0.256,0.864,0.375,-3.357,43.579,1.77
0.241,0.905,0.358,-3.479,46.509,1.465
0.223,0.917,0.321,-4.333,39.368,5.127
0.224,0.908,0.302,-9.094,26.55,11.719
0.247,0.885,0.315,-18.982,12.512,22.034
0.274,0.864,0.325,-28.625,1.587,34.241
0.286,0.837,0.334,-33.447,-3.845,42.664
0.309,0.817,0.354,-33.264,-3.296,42.725
0.335,0.834,0.353,-28.992,1.038,36.316
0.331,0.852,0.341,-20.02,7.08,27.222
0.309,0.872,0.348,-11.047,15.381,16.846
0.306,0.905,0.335,-4.578,24.597,7.874
0.306,0.956,0.308,-1.587,29.663,2.319
0.291,0.974,0.292,-1.282,28.442,0.244
0.283,0.976,0.288,-6.47,23.56,-0.122
0.297,0.94,0.312,-14.709,17.944,1.648
0.327,0.91,0.34,-22.4,11.169,5.554
0.348,0.889,0.363,-25.391,4.822,9.827
0.357,0.879,0.364,-24.902,2.075,10.925
0.356,0.862,0.363,-21.179,4.15,6.348
0.373,0.855,0.361,-16.174,10.864,-1.831
0.384,0.844,0.347,-9.521,19.104,-10.254
0.384,0.847,0.331,-3.662,27.283,-17.395
0.39,0.87,0.298,-0.183,34.485,-21.24
0.367,0.884,0.266,2.502,38.574,-23.315
0.362,0.895,0.239,2.747,39.917,-24.963
0.358,0.904,0.22,1.16,37.659,-25.024
0.351,0.901,0.214,-2.563,33.02,-21.545
0.354,0.901,0.217,-6.775,28.015,-16.907
0.359,0.917,0.231,-10.559,23.315,-12.695
0.354,0.928,0.237,-13.245,19.836,-10.62
0.343,0.939,0.232,-13.977,20.081,-11.353
0.329,0.938,0.233,-14.648,23.376,-15.747
0.325,0.924,0.234,-14.648,27.283,-21.729
0.32,0.908,0.208,-13.062,30.273,-25.696
0.326,0.894,0.172,-10.62,30.762,-27.832
0.351,0.883,0.142,-8.789,27.954,-27.039
0.376,0.88,0.124,-7.019,21.667,-20.691
0.389,0.901,0.119,-5.005,15.442,-9.644
0.387,0.926,0.12,-2.686,11.841,1.404
0.371,0.945,0.145,-0.854,12.39,10.01
0.351,0.964,0.194,0.488,16.724,15.259
0.319,0.974,0.245,4.211,23.01,18.066
0.294,0.997,0.286,10.254,29.541,18.311
0.264,1.02,0.314,16.113,35.156,17.517
0.246,1.103,0.278,22.522,39.673,16.174
0.235,1.178,0.24,35.522,42.786,13.367
0.219,1.311,0.266,49.866,46.875,9.338
0.239,1.397,0.318,50.659,47.668,-0.671
0.283,1.388,0.298,35.645,40.039,-13.794
0.303,1.279,0.26,11.169,23.621,-20.264
0.309,1.131,0.235,-15.991,5.981,-13
0.298,0.994,0.225,-36.743,-5.676,1.892
0.299,0.883,0.235,-51.27,-10.254,13.062
0.307,0.769,0.274,-55.725,-11.658,18.188
0.313,0.694,0.298,-49.194,-11.597,17.822
0.32,0.642,0.293,-35.828,-9.094,13
0.326,0.625,0.287,-21.79,-4.456,6.226
0.326,0.616,0.292,-9.583,2.136,-0.549
0.334,0.633,0.302,0.183,8.911,-6.042
0.332,0.667,0.291,7.507,12.756,-10.071
0.325,0.702,0.275,11.597,13.428,-12.39
0.326,0.733,0.27,10.803,11.658,-13.123
0.324,0.754,0.264,6.714,7.08,-12.451
0.334,0.758,0.263,2.075,0.671,-10.742
0.349,0.744,0.279,-2.441,-6.348,-9.338
0.365,0.726,0.282,-4.456,-13.611,-7.324
0.386,0.708,0.284,-4.822,-19.165,-4.822
0.406,0.687,0.308,-3.906,-22.705,-3.479
0.431,0.673,0.336,-0.732,-23.743,-2.136
0.455,0.69,0.351,5.493,-22.461,-0.549
0.469,0.725,0.365,12.634,-19.165,0.671
0.477,0.773,0.385,17.517,-14.282,-0.183
0.474,0.814,0.404,19.531,-8.24,-1.831
0.47,0.847,0.413,19.714,-2.38,-2.808
0.452,0.882,0.417,18.616,2.197,-3.357
0.436,0.909,0.42,14.526,4.578,-3.906
0.424,0.918,0.419,8.24,3.54,-3.662
0.414,0.922,0.421,1.892,0.305,-2.136
0.403,0.894,0.41,-2.869,-3.479,0.366
0.392,0.866,0.407,-6.042,-7.08,2.747
0.274,1.67,-0.818,46.326,-18.066,-28.442
0.242,1.68,-0.929,49.622,-20.02,-33.508
0.209,1.668,-0.992,49.438,-30.273,-31.677
0.187,1.669,-1.015,48.157,-48.462,-23.499
0.195,1.693,-0.983,50.964,-73.059,-12.085
0.223,1.756,-0.912,57.617,-101.135,-1.343
0.258,1.832,-0.83,64.453,-123.962,7.629
0.316,1.874,-0.791,64.087,-136.108,11.597
0.348,1.797,-0.77,53.162,-137.39,8.423
0.302,1.582,-0.676,33.386,-127.869,-0.61
0.263,1.054,-0.629,19.836,-106.506,-7.69
0.219,0.383,-0.539,23.987,-78.491,-1.404
0.154,-0.278,-0.357,33.264,-50.415,16.663
-0.023,-1.048,-0.068,47.241,-25.94,35.217
-0.227,-1.836,0.421,72.754,-2.686,50.964
-0.414,-2.344,1.144,109.863,14.221,66.04
-0.614,-2.524,2.068,152.283,17.944,72.937
-0.648,-2.264,3.116,184.204,13,62.988
-0.577,-1.719,3.965,205.078,-9.399,38.696
-0.352,-0.926,4,226.135,-58.594,7.935
0.01,-0.009,4,244.324,-125.244,-14.16
0.474,0.812,3.969,241.516,-182.617,-16.052
0.925,1.363,3.374,200.317,-211.121,4.456
1.212,1.552,2.843,123.474,-201.538,38.696
1.276,1.412,2.396,27.405,-152.161,67.749
1.085,0.983,2.042,-59.082,-78.979,77.026
0.692,0.266,1.622,-112.488,-0.793,61.279
0.257,-0.399,1.166,-127.197,70.007,26.428
