aX,aY,aZ,gX,gY,gZ
3.368,3.61,-1.411,45.41,-46.814,131.714
1.033,2.553,-1.465,104.492,-225.403,-188.599
-0.762,1.667,-1.563,108.826,-241.699,-453.979
-2.067,0.763,-1.319,30.212,-143.127,-570.251
-2.539,0.294,-1.089,-43.335,-78.003,-538.635
-2.502,0.559,-0.638,-79.651,-85.022,-377.991
-2.064,0.977,-0.037,-90.942,-120.056,-170.349
-1.355,1.273,0.29,-15.015,-157.837,-21.973
-1.058,1.34,0.115,100.586,-186.523,39.124
-1.012,1.254,-0.241,181.152,-184.265,20.752
-0.994,1.042,-0.459,198.914,-149.048,-48.706
-1.067,0.767,-0.509,164.062,-104.187,-131.104
-1.222,0.562,-0.522,113.22,-67.505,-202.515
-1.345,0.463,-0.435,61.218,-43.518,-233.887
-1.342,0.482,-0.247,22.583,-40.71,-216.37
-1.235,0.552,-0.023,11.963,-55.115,-168.274
-1.161,0.634,0.139,21.179,-70.19,-111.45
-1.081,0.75,0.222,39.856,-69.58,-65.796
-0.919,0.816,0.226,51.331,-55.969,-40.344
-0.693,0.83,0.237,46.631,-36.926,-34.668
-0.503,0.888,0.283,34.363,-23.254,-41.199
-0.362,0.886,0.35,19.897,-21.301,-58.96
-0.32,0.876,0.406,9.888,-27.954,-85.754
-0.392,0.918,0.447,5.615,-35.706,-107.483
-0.466,0.933,0.494,-2.747,-38.94,-116.943
-0.505,0.917,0.55,-9.827,-35.461,-119.507
-0.534,0.889,0.569,-9.277,-29.846,-120.605
-0.504,0.879,0.581,-5.798,-24.719,-120.056
-0.469,0.859,0.582,-4.639,-19.165,-114.807
-0.443,0.887,0.554,-4.822,-10.925,-108.154
-0.375,0.922,0.528,-0.549,-2.441,-104.614
-0.319,0.94,0.48,4.211,4.7,-102.844
-0.22,0.945,0.446,7.996,11.108,-100.647
-0.103,0.879,0.453,8.972,14.709,-99.243
-0.054,0.856,0.449,8.362,15.93,-99.304
0.004,0.816,0.467,9.46,16.846,-102.112
0.043,0.766,0.482,6.897,20.386,-105.042
0.033,0.74,0.461,7.874,26.001,-104.187
0.087,0.693,0.428,11.719,28.32,-101.868
0.205,0.626,0.426,12.939,28.564,-93.994
0.283,0.621,0.387,12.085,27.832,-81.604
0.382,0.619,0.348,13.367,24.414,-72.571
0.433,0.651,0.284,12.268,18.066,-67.139
0.49,0.697,0.259,9.827,9.827,-63.599
0.534,0.715,0.273,3.235,1.831,-61.646
0.582,0.733,0.283,-3.54,-4.456,-61.401
0.588,0.781,0.312,-8.789,-9.094,-59.875
0.636,0.728,0.413,-15.93,-21.057,-61.584
0.645,0.667,0.511,-24.536,-33.875,-68.054
0.573,0.626,0.57,-27.222,-42.236,-76.843
0.522,0.527,0.663,-32.654,-46.692,-87.891
0.431,0.426,0.779,-42.297,-49.744,-93.994
0.352,0.34,0.878,-47.119,-51.27,-95.093
0.281,0.258,0.975,-47.852,-51.025,-92.529
0.216,0.197,1.048,-47.302,-49.316,-84.656
0.142,0.189,1.063,-43.701,-44.067,-71.716
0.101,0.168,1.064,-39.124,-36.682,-56.152
0.089,0.187,1.007,-36.926,-26.733,-38.208
0.098,0.242,0.93,-31.372,-16.296,-17.822
0.106,0.321,0.822,-26.428,-9.583,2.93
0.149,0.425,0.707,-22.217,-5.859,22.583
0.189,0.556,0.61,-18.982,-3.967,38.086
0.2,0.717,0.518,-16.235,-2.563,48.401
0.223,0.883,0.39,-10.254,1.221,53.589
0.245,1.057,0.208,-1.16,5.127,56.335
0.281,1.195,0.066,5.371,5.249,57.434
0.33,1.3,-0.013,4.761,1.404,55.786
0.376,1.376,-0.027,1.282,-1.831,49.194
0.427,1.385,-0.007,-3.113,-2.686,36.194
0.437,1.348,0.016,-5.859,-2.93,18.677
0.405,1.295,0.037,-6.226,-3.601,0.305
0.371,1.227,0.08,-4.883,-3.967,-14.587
0.356,1.142,0.132,-3.296,-3.662,-23.987
0.334,1.04,0.166,-0.916,-2.747,-29.541
0.323,0.931,0.182,1.404,-1.831,-34.424
0.324,0.842,0.18,1.465,-1.709,-38.513
0.304,0.788,0.18,0.061,-2.258,-40.161
0.274,0.764,0.196,-3.784,-2.869,-39.734
0.262,0.768,0.215,-7.263,-2.38,-37.109
0.272,0.776,0.232,-8.789,-1.343,-32.288
0.28,0.795,0.228,-8.423,-1.16,-26.001
0.288,0.813,0.233,-7.812,-2.258,-20.691
0.292,0.834,0.236,-7.874,-2.38,-17.578
0.294,0.86,0.225,-6.592,-1.221,-16.113
0.288,0.884,0.206,-5.127,-1.099,-15.442
0.278,0.911,0.196,-4.822,-2.075,-14.343
0.266,0.935,0.196,-5.371,-2.197,-12.329
0.258,0.95,0.2,-5.737,-2.136,-10.62
0.26,0.958,0.213,-5.676,-2.441,-8.972
0.258,0.964,0.221,-4.883,-3.052,-7.08
0.262,0.963,0.232,-3.54,-3.296,-5.432
0.271,0.951,0.25,-2.686,-3.235,-4.211
0.284,0.936,0.266,-1.221,-3.052,-3.601
0.286,0.929,0.273,1.16,-3.052,-3.479
0.277,0.922,0.275,3.052,-3.052,-3.479
0.271,0.911,0.281,5.066,-2.808,-3.418
0.272,0.904,0.291,6.592,-2.625,-2.625
0.279,0.898,0.296,7.751,-2.319,-1.892
0.14,-1.261,1.885,-42.419,109.985,86.304
-0.187,-1.558,1.829,-40.833,120.789,62.683
-0.76,-1.688,1.504,-21.79,134.216,37.842
-1.466,-1.716,1.058,0.854,140.137,36.011
-2.194,-1.639,0.539,18.799,135.376,74.28
-2.849,-1.232,-0.071,28.503,123.352,151.245
-3.591,-0.514,-0.884,24.231,108.337,240.906
-4,0.395,-1.749,-8.301,98.694,319.153
-4,1.487,-2.546,-72.876,104.37,376.77
-4,2.766,-3.196,-156.25,137.39,407.898
-4,3.955,-3.685,-231.689,211.487,410.4
-4,4,-3.636,-283.508,305.481,425.537
-2.873,4,-3.87,-313.049,405.945,480.835
-0.354,4,-4,-225.464,467.773,534.668
2.473,4,-4,-115.173,420.105,581.604
4,4,-3.441,-95.52,265.991,558.716
4,4,-1.33,-104.858,6.409,371.521
2.658,2.933,-0.748,59.326,-213.013,22.522
-0.429,2,-1.338,184.204,-295.166,-359.436
-2.262,0.767,-1.508,170.227,-215.088,-586.182
-2.826,-0.358,-1.301,58.533,-78.674,-566.833
-2.589,-0.552,-0.94,-9.338,-31.921,-376.038
-2.219,0.051,-0.415,-39.124,-75.195,-134.644
-1.502,0.63,0.152,-51.636,-125.488,46.265
-0.819,0.952,0.325,-3.479,-134.888,112.183
-0.533,1.009,0.143,59.631,-117.676,80.933
-0.455,0.935,-0.169,97.839,-89.294,6.653
-0.571,0.83,-0.38,100.342,-70.251,-65.369
-0.749,0.711,-0.401,76.416,-69.824,-114.502
-0.935,0.645,-0.322,42.175,-76.294,-137.756
-1.052,0.594,-0.264,17.822,-73.792,-140.991
-1.123,0.62,-0.226,9.827,-66.345,-124.756
-1.085,0.711,-0.166,14.954,-65.43,-84.717
-0.942,0.846,-0.104,27.039,-67.871,-34.668
-0.776,0.954,-0.074,45.166,-66.101,0.549
-0.671,1.044,-0.092,57.617,-60.73,15.381
-0.572,1.131,-0.101,58.899,-54.443,11.658
-0.514,1.203,-0.099,50.964,-46.875,-7.019
-0.53,1.271,-0.07,41.382,-39.063,-35.828
-0.535,1.248,-0.087,34.485,-33.386,-64.087
-0.558,1.24,-0.07,28.442,-32.227,-82.764
-0.534,1.18,-0.029,20.081,-32.776,-96.313
-0.534,1.148,0.01,18.005,-33.203,-103.882
-0.505,1.12,0.042,20.935,-34.302,-107.788
-0.482,1.103,0.06,25.269,-33.569,-109.802
-0.442,1.088,0.068,32.715,-30.212,-109.497
-0.336,1.027,0.119,37.903,-27.405,-107.971
-0.247,1.007,0.157,42.419,-25.757,-106.812
-0.156,0.977,0.173,48.523,-23.926,-109.07
-0.13,0.935,0.16,52.307,-23.132,-115.051
-0.133,0.904,0.121,54.443,-22.766,-121.521
-0.084,0.824,0.135,51.453,-21.851,-126.709
-0.056,0.755,0.159,43.091,-20.264,-128.54
-0.02,0.709,0.177,36.499,-18.494,-128.113
0.037,0.658,0.198,31.738,-18.25,-123.413
0.054,0.616,0.213,27.161,-19.836,-114.746
0.104,0.588,0.227,24.719,-20.02,-104.614
0.163,0.554,0.221,22.034,-18.25,-94.055
0.203,0.582,0.211,18.433,-18.982,-83.13
0.254,0.565,0.246,9.338,-25.085,-73.242
0.255,0.617,0.259,-0.793,-32.41,-66.162
0.275,0.649,0.324,-10.559,-38.574,-61.218
0.29,0.648,0.397,-21.301,-42.969,-57.129
0.285,0.73,0.422,-26.794,-45.349,-54.321
0.301,0.772,0.451,-29.053,-47.668,-52.429
0.316,0.81,0.493,-31.982,-49.866,-50.171
0.283,0.839,0.53,-33.203,-52.612,-49.316
0.258,0.865,0.568,-33.936,-53.528,-49.927
0.252,0.852,0.587,-34.79,-51.819,-49.927
0.253,0.852,0.601,-34.241,-50.049,-48.584
0.292,0.812,0.638,-33.997,-50.11,-45.532
0.315,0.787,0.671,-32.532,-50.964,-43.091
0.327,0.745,0.681,-29.602,-50.72,-42.847
0.329,0.728,0.677,-24.597,-49.5,-43.457
0.322,0.672,0.704,-21.423,-49.011,-43.091
0.279,0.626,0.704,-20.264,-48.218,-42.236
0.23,0.579,0.691,-18.738,-45.044,-40.649
0.182,0.553,0.664,-20.142,-41.321,-36.987
0.128,0.552,0.652,-23.01,-38.391,-29.663
0.087,0.557,0.666,-25.33,-36.255,-18.25
0.091,0.598,0.655,-25.391,-31.128,-5.554
0.136,0.654,0.616,-20.752,-22.888,6.348
0.175,0.708,0.533,-13.977,-17.212,15.747
0.195,0.772,0.431,-7.568,-14.648,21.912
0.215,0.825,0.343,-5.066,-12.207,23.743
0.219,0.873,0.267,-5.554,-8.972,22.034
0.219,0.929,0.199,-7.263,-6.165,19.287
0.188,1.017,0.102,-7.08,-4.517,17.029
0.161,1.095,0.023,-6.104,-4.211,16.785
0.189,1.143,0.001,-8.85,-4.333,20.02
0.249,1.182,-0.005,-8.85,-4.028,22.583
0.303,1.201,-0.005,-6.042,-4.456,19.592
0.334,1.202,0.001,-4.089,-5.737,11.475
0.32,1.186,0.003,-3.174,-6.958,-0.122
0.296,1.141,0.033,-4.395,-7.08,-11.78
0.28,1.086,0.064,-3.967,-5.432,-20.813
0.269,1.026,0.083,-0.854,-4.272,-26.489
0.251,0.971,0.08,2.93,-4.517,-29.297
0.218,0.92,0.048,5.798,-5.188,-30.945
0.19,0.877,0.028,4.272,-5.615,-30.762
0.182,0.85,0.037,-0.671,-5.615,-27.649
0.193,0.844,0.058,-5.432,-5.92,-23.193
0.203,0.866,0.063,-7.751,-6.958,-19.165
0.209,0.885,0.058,-8.972,-8.728,-16.235
0.199,0.911,0.049,-10.132,-9.949,-14.832
0.196,0.921,0.062,-12.024,-10.376,-13.733
0.199,0.925,0.085,-13.306,-10.498,-12.329
0.197,0.932,0.106,-12.512,-11.597,-11.353
0.174,0.95,0.109,-11.047,-12.817,-11.353
0.146,0.961,0.121,-9.705,-13.123,-11.047
0.125,0.957,0.146,-9.277,-11.414,-9.766
0.12,0.952,0.173,-7.69,-9.521,-6.897
0.126,0.954,0.194,-5.188,-9.399,-3.052
0.137,0.968,0.207,-3.357,-10.01,0.122
0.149,0.982,0.216,-1.831,-8.972,1.709
0.158,0.987,0.22,-0.61,-6.958,1.404
0.166,0.993,0.227,0.732,-4.761,1.282
0.177,0.994,0.235,2.441,-3.235,2.014
0.189,0.994,0.243,4.395,-2.38,3.662
-0.16,-1.273,1.41,-76.965,78.796,116.15
-0.69,-1.471,1.261,-86.792,88.318,96.863
-1.268,-1.635,1.002,-92.896,101.685,89.233
-1.997,-1.573,0.598,-91.553,110.901,106.323
-2.816,-1.175,-0.047,-83.862,112.915,148.01
-3.714,-0.504,-0.822,-81.177,112.976,211.792
-4,0.35,-1.63,-95.52,114.197,286.194
-4,1.446,-2.358,-125,126.404,356.628
-4,2.767,-3.011,-160.583,165.283,401.062
-4,3.931,-3.412,-175.11,222.534,411.56
-3.951,4,-3.383,-188.782,274.841,433.411
-1.681,4,-3.705,-185.364,329.895,466.492
0.637,4,-4,-109.375,358.887,491.333
3.565,4,-4,-28.442,314.209,498.962
4,4,-2.609,-6.958,163.818,414.795
3.934,3.713,-1.697,83.313,-37.292,131.165
1.272,2.315,-1.871,193.054,-179.077,-269.226
-1.155,1.155,-2.213,144.592,-200.989,-574.768
-2.458,0.145,-1.757,10.132,-143.799,-679.077
-2.534,-0.208,-1.22,-104.431,-97.412,-575.806
-2.545,0.424,-0.7,-126.465,-104.675,-368.103
-2.248,0.95,0.007,-117.981,-153.442,-147.766
-1.483,1.318,0.458,-54.626,-189.148,-6.348
-1.133,1.372,0.322,61.584,-188.354,34.485
-0.959,1.171,-0.063,150.757,-161.133,5.615
-0.991,0.855,-0.407,183.838,-129.333,-36.865
-1.11,0.655,-0.608,180.176,-106.75,-93.506
-1.127,0.394,-0.474,137.817,-95.337,-130.188
-1.309,0.303,-0.376,82.153,-90.82,-139.221
-1.321,0.293,-0.273,42.114,-75.806,-135.254
-1.213,0.391,-0.127,11.963,-57.068,-112.244
-1.055,0.542,0.051,3.662,-55.42,-72.021
-0.898,0.66,0.182,14.954,-61.89,-29.297
-0.763,0.749,0.281,30.701,-64.026,-0.671
-0.674,0.795,0.297,49.011,-62.012,10.62
-0.55,0.846,0.271,60.608,-58.472,9.094
-0.453,0.87,0.241,55.359,-53.65,0.305
-0.376,0.866,0.261,36.072,-47.058,-15.747
-0.371,0.866,0.275,13.611,-38.94,-42.297
-0.39,0.841,0.302,-5.859,-32.043,-72.632
-0.422,0.828,0.334,-20.325,-27.771,-93.689
-0.456,0.829,0.372,-26.611,-26.611,-102.661
-0.479,0.848,0.4,-24.902,-26.672,-100.769
-0.456,0.869,0.392,-16.479,-24.17,-91.797
-0.399,0.906,0.367,-6.226,-20.874,-80.383
-0.331,0.904,0.32,4.517,-18.616,-72.693
-0.273,0.912,0.269,11.902,-16.785,-71.899
-0.238,0.893,0.245,12.817,-12.268,-76.904
-0.183,0.84,0.233,8.728,-5.737,-83.435
-0.191,0.838,0.178,4.944,3.296,-86.121
-0.11,0.767,0.192,5.92,6.714,-87.83
-0.031,0.727,0.183,6.348,4.822,-86.487
0.016,0.768,0.149,7.385,3.052,-79.529
0.112,0.789,0.141,7.751,0.61,-73.853
0.199,0.806,0.151,3.967,-2.075,-70.862
0.281,0.843,0.148,3.723,-3.906,-72.021
0.276,0.887,0.072,5.859,-6.653,-76.782
0.258,0.963,-0.029,8.789,-8.667,-80.566
0.322,0.908,-0.06,5.676,-10.925,-81.665
0.283,0.968,-0.152,-1.282,-13.062,-77.332
0.334,0.996,-0.196,-5.676,-18.433,-71.289
0.38,1.017,-0.188,-16.052,-26.917,-62.134
0.38,1.092,-0.178,-25.818,-36.987,-54.077
0.392,1.145,-0.132,-33.813,-46.692,-50.354
0.385,1.153,-0.033,-45.349,-54.016,-47.363
0.316,1.239,-0.006,-53.223,-59.021,-47.363
0.314,1.289,0.024,-56.091,-64.819,-49.866
0.295,1.29,0.09,-66.895,-72.876,-51.086
0.292,1.302,0.187,-80.383,-81.055,-55.359
0.293,1.277,0.31,-94.36,-87.097,-64.392
0.257,1.26,0.464,-108.032,-91.37,-74.524
0.231,1.157,0.68,-119.69,-95.398,-84.106
0.204,1.044,0.873,-126.404,-95.764,-90.271
0.179,0.885,1.062,-124.146,-91.248,-92.163
0.094,0.707,1.279,-119.934,-88.379,-92.712
0.017,0.555,1.442,-113.525,-78.491,-91.736
-0.078,0.437,1.531,-97.778,-60.303,-85.205
-0.159,0.363,1.52,-73.181,-39.734,-69.153
-0.203,0.35,1.391,-40.405,-20.081,-42.786
-0.234,0.41,1.141,-7.935,-0.244,-9.033
-0.21,0.518,0.888,16.785,13.55,26.001
-0.125,0.648,0.662,33.508,20.264,56.946
-0.039,0.806,0.431,45.898,26.55,80.322
0.073,0.992,0.191,56.946,32.349,94.543
0.221,1.182,-0.016,66.101,34.668,103.943
0.364,1.316,-0.159,68.481,31.372,103.638
0.453,1.407,-0.25,65.002,26.001,88.989
0.489,1.409,-0.276,55.542,22.827,62.805
0.5,1.344,-0.259,44.495,24.231,30.823
0.486,1.241,-0.23,39.001,27.466,1.526
0.45,1.12,-0.203,36.804,27.466,-18.86
0.393,0.99,-0.192,36.438,25.269,-31.677
0.359,0.855,-0.19,34.973,22.644,-39.124
0.338,0.763,-0.198,31.494,19.592,-41.138
0.34,0.692,-0.166,25.33,14.832,-38.147
0.339,0.668,-0.125,17.822,9.155,-32.532
0.33,0.673,-0.089,11.902,4.395,-27.405
0.318,0.692,-0.043,6.287,1.221,-22.339
0.323,0.727,0.003,2.747,-0.183,-17.273
0.333,0.762,0.033,1.892,0.305,-13.794
0.336,0.805,0.042,2.502,1.038,-12.939
0.328,0.847,0.029,3.174,0.977,-14.038
0.315,0.875,0.011,2.747,0.732,-16.418
0.296,0.893,-0.006,1.465,0.244,-19.47
0.284,0.895,-0.012,-0.61,-0.549,-21.851
0.265,0.91,-0.006,-2.747,-1.953,-21.851
0.251,0.933,0.009,-4.272,-3.601,-20.813
0.248,0.947,0.027,-4.333,-4.639,-19.409
0.246,0.953,0.041,-3.418,-5.188,-17.517
0.246,0.966,0.054,-2.014,-5.859,-15.93
0.239,0.982,0.071,-0.488,-6.714,-14.099
0.232,0.995,0.09,1.465,-7.08,-12.329
0.23,0.994,0.105,3.906,-6.897,-11.047
0.231,0.994,0.117,6.714,-6.775,-9.46
0.232,0.994,0.129,9.033,-7.751,-7.996
0.241,0.992,0.148,10.62,-7.935,-6.836
0.244,0.99,0.16,11.658,-6.775,-6.409
0.247,0.983,0.172,12.451,-5.371,-6.592
0.249,0.981,0.182,13.794,-3.967,-6.47
-0.378,-1.298,1.656,16.174,126.221,-33.081
-0.931,-1.484,1.379,48.584,132.935,-22.156
-1.471,-1.531,0.91,86.67,139.282,13.672
-1.913,-1.388,0.342,105.896,140.869,86.487
-2.307,-1.026,-0.309,105.774,133.24,179.565
-2.731,-0.512,-0.988,84.29,114.502,271.362
-3.269,0.166,-1.695,34.79,88.989,345.947
-3.896,1.014,-2.408,-36.682,72.815,391.907
-4,1.961,-2.976,-130.981,83.923,412.72
-4,3.032,-3.382,-224.487,129.089,411.865
-4,3.991,-3.385,-299.072,189.453,407.837
-3.081,4,-3.307,-343.811,274.048,425.598
-0.758,4,-3.364,-307.861,367.554,448.303
1.31,4,-3.677,-205.75,372.62,480.835
3.414,4,-3.333,-115.051,261.414,497.07
4,4,-1.588,-65.674,87.219,417.419
2.978,3.601,-0.376,-8.24,-104.187,161.865
0.542,2.708,-0.78,102.722,-216.187,-192.871
-1.083,1.693,-1.14,134.644,-183.533,-450.623
-1.893,0.645,-0.995,69.336,-71.533,-510.742
-1.794,-0.035,-0.874,19.531,-10.864,-427.429
-1.645,0.218,-0.921,36.072,-38.147,-263.733
-1.445,0.578,-0.481,13.367,-119.202,-84.839
-0.942,0.995,-0.07,5.188,-171.021,30.396
-0.607,1.239,0.002,52.795,-168.457,47.852
-0.536,1.173,-0.133,96.924,-133.667,-5.981
-0.58,0.915,-0.308,110.84,-96.191,-83.313
-0.833,0.833,-0.493,105.042,-76.233,-143.25
-0.961,0.659,-0.381,76.233,-77.271,-163.879
-1.082,0.636,-0.246,50.476,-86.853,-152.71
-1.123,0.638,-0.145,43.579,-89.478,-129.395
-1.061,0.653,-0.089,44.739,-81.726,-95.703
-0.896,0.773,-0.029,49.438,-69.519,-55.298
-0.651,0.919,-0.003,57.373,-60.913,-22.522
-0.446,1.058,-0.004,66.223,-59.204,-6.47
-0.328,1.146,0.001,72.388,-60.669,-9.766
-0.307,1.141,0.026,74.585,-58.35,-29.175
-0.26,1.068,0.003,76.355,-47.302,-55.969
-0.264,0.996,-0.053,75.867,-34.424,-81.116
-0.253,0.973,-0.116,71.594,-29.114,-97.107
-0.247,1,-0.161,65.308,-32.654,-103.333
-0.221,0.985,-0.146,57.678,-40.344,-103.149
-0.164,0.935,-0.07,47.241,-46.753,-98.938
-0.063,0.877,0.016,39.063,-49.988,-93.811
0.025,0.836,0.087,36.377,-53.04,-90.393
0.08,0.805,0.154,39.001,-59.387,-87.646
0.092,0.785,0.222,43.762,-69.458,-85.876
0.097,0.763,0.278,47.974,-79.712,-87.708
0.078,0.716,0.35,48.95,-86.304,-94.299
-0.036,0.712,0.39,46.204,-87.524,-102.905
-0.113,0.733,0.414,42.603,-83.13,-109.375
-0.116,0.686,0.493,35.828,-74.158,-109.985
-0.113,0.646,0.541,27.588,-62.012,-105.713
-0.054,0.6,0.608,23.437,-50.293,-97.778
0.037,0.534,0.655,19.836,-42.419,-86.426
0.117,0.55,0.641,18.311,-38.94,-74.28
0.207,0.601,0.637,18.738,-38.391,-64.392
0.255,0.621,0.638,16.846,-38.94,-60.974
0.241,0.672,0.598,15.991,-37.292,-63.293
0.249,0.706,0.552,14.038,-33.142,-67.81
0.268,0.736,0.52,8.057,-27.344,-70.862
0.295,0.726,0.541,0.977,-22.522,-70.557
0.303,0.69,0.577,-8.484,-19.592,-69.275
0.289,0.707,0.602,-16.479,-18.188,-69.092
0.304,0.725,0.616,-19.897,-17.273,-69.58
0.329,0.755,0.614,-22.156,-16.846,-68.848
0.347,0.8,0.597,-21.24,-17.517,-66.956
0.36,0.809,0.595,-19.409,-18.86,-65.186
0.308,0.842,0.556,-17.395,-18.616,-62.683
0.293,0.861,0.53,-14.954,-14.832,-58.228
0.329,0.855,0.521,-15.747,-6.531,-50.537
0.341,0.899,0.451,-15.625,2.319,-42.664
0.398,0.977,0.39,-12.39,8.24,-36.56
0.503,0.985,0.406,-14.16,9.583,-30.823
0.526,0.964,0.434,-18.494,7.996,-27.527
0.527,0.933,0.452,-18.494,5.737,-32.715
0.518,0.867,0.474,-14.648,4.822,-40.955
0.48,0.773,0.469,-10.62,4.578,-47.546
0.407,0.734,0.436,-6.531,2.747,-51.27
0.358,0.692,0.412,-5.005,0.61,-48.828
0.335,0.679,0.399,-5.981,-0.488,-40.405
0.327,0.675,0.399,-6.897,-2.075,-29.663
0.335,0.676,0.398,-8.484,-4.211,-19.592
0.355,0.685,0.404,-10.376,-6.409,-12.085
0.373,0.707,0.41,-12.39,-8.362,-7.935
0.39,0.726,0.426,-14.221,-10.498,-6.775
0.381,0.745,0.43,-15.747,-12.207,-7.019
0.38,0.753,0.432,-15.381,-12.634,-8.606
0.365,0.764,0.429,-14.099,-11.902,-9.644
0.354,0.769,0.431,-12.634,-10.62,-9.644
0.342,0.771,0.428,-10.01,-7.996,-9.216
0.329,0.765,0.417,-6.104,-5.859,-8.118
0.334,0.77,0.402,-2.502,-4.089,-5.676
0.35,0.772,0.384,0,-1.953,-2.625
0.364,0.785,0.357,1.221,-0.244,-0.916
0.392,0.8,0.34,1.648,0.793,-0.122
0.412,0.809,0.329,1.343,1.465,0.61
0.426,0.809,0.317,1.16,2.502,0
0.432,0.819,0.296,1.709,3.845,-1.465
0.435,0.827,0.268,2.441,5.188,-2.686
0.439,0.84,0.241,3.052,6.165,-3.174
0.453,0.842,0.222,3.54,6.042,-2.686
0.463,0.856,0.203,3.357,5.188,-2.197
0.472,0.87,0.195,2.991,3.906,-2.075
0.482,0.879,0.206,2.014,2.563,-2.563
0.478,0.886,0.215,1.16,1.465,-3.967
0.478,0.892,0.229,0.977,1.099,-6.775
0.472,0.884,0.246,0.977,0.366,-9.888
0.452,0.868,0.259,1.526,-0.427,-12.39
0.431,0.847,0.274,2.136,-1.343,-14.404
0.411,0.833,0.291,2.563,-1.831,-15.259
0.393,0.825,0.304,2.869,-1.953,-14.587
0.378,0.824,0.315,2.808,-1.526,-12.695
0.38,0.828,0.332,2.869,-0.61,-9.827
0.388,0.84,0.347,3.296,0.549,-6.775
0.397,0.851,0.36,4.456,1.465,-4.578
0.404,0.852,0.369,5.615,2.319,-3.54
0.421,0.843,0.382,6.714,3.357,-3.052
0.434,0.832,0.388,8.667,4.211,-2.747
0.571,-0.677,1.461,-45.166,47.424,82.703
0.413,-0.954,1.536,-44.922,53.528,72.998
0.153,-1.353,1.609,-43.274,61.157,60.852
-0.29,-1.729,1.584,-35.828,72.815,45.654
-0.86,-1.923,1.278,-11.78,88.989,32.349
-1.494,-1.97,0.721,22.095,105.53,52.734
-2.092,-1.879,0.065,42.297,105.774,116.028
-2.649,-1.516,-0.682,43.274,87.28,207.092
-3.24,-0.833,-1.562,29.053,56.824,311.279
-3.933,0.15,-2.447,-17.09,22.522,407.593
-4,1.366,-3.086,-100.525,0.854,479.675
-4,2.76,-3.349,-196.533,7.141,520.63
-4,4,-3.13,-272.644,42.542,543.945
-4,4,-2.641,-312.561,101.013,576.782
-2.993,4,-2.486,-302.979,158.569,620.056
-0.119,4,-2.515,-256.592,192.688,640.564
2.153,4,-2.295,-197.693,173.767,639.282
3.876,4,-1.195,-92.102,108.826,532.654
3.784,4,-0.147,20.325,13.489,313.416
1.694,3.244,-0.703,170.715,-66.895,-28.931
-0.098,2.164,-1.651,234.253,-83.557,-392.456
-1.464,1.067,-1.767,142.7,-28.625,-593.994
-1.918,0.111,-1.374,13.611,14.954,-619.019
-2.042,-0.286,-0.834,-47.241,-0.977,-489.563
-2.067,0.237,-0.549,-50.11,-70.129,-288.269
-1.719,0.777,0.004,-44.861,-143.86,-87.341
-1.162,1.165,0.322,-1.221,-172.546,42.969
-0.832,1.322,0.225,82.581,-163.574,65.674
-0.695,1.186,-0.053,140.93,-135.132,9.277
-0.735,0.932,-0.292,152.71,-92.407,-76.477
-0.916,0.69,-0.393,127.502,-57.129,-154.419
-1.121,0.54,-0.362,86.853,-40.771,-200.684
-1.217,0.432,-0.209,48.096,-34.851,-207.886
-1.193,0.389,-0.041,26.55,-30.762,-182.983
-1.075,0.41,0.057,26.001,-25.635,-137.695
-0.91,0.471,0.095,37.231,-21.545,-84.656
-0.705,0.553,0.112,46.082,-20.081,-37.292
-0.512,0.683,0.114,48.035,-18.677,-10.132
-0.388,0.807,0.131,43.152,-14.526,-7.08
-0.296,0.884,0.148,29.663,-7.446,-22.766
-0.23,0.908,0.175,11.414,1.038,-50.171
-0.228,0.935,0.184,-1.892,8.667,-78.308
-0.247,0.948,0.2,-9.399,12.268,-97.778
-0.262,0.944,0.245,-12.512,11.78,-104.431
-0.238,0.939,0.274,-8.545,8.972,-99.731
-0.167,0.957,0.284,1.16,5.92,-88.074
-0.087,0.976,0.279,13.306,2.197,-75.317
-0.019,0.976,0.276,24.17,-2.075,-66.956
0.029,0.965,0.266,31.982,-5.371,-65.125
0.059,0.938,0.245,36.316,-6.958,-70.435
0.062,0.903,0.218,37.781,-7.141,-79.041
0.032,0.879,0.177,37.231,-6.531,-86.609
0.01,0.842,0.144,33.691,-5.981,-90.454
0.028,0.778,0.154,26.428,-4.822,-88.196
0.052,0.759,0.141,20.081,-4.456,-81.787
0.099,0.781,0.13,15.869,-6.042,-74.036
0.143,0.795,0.113,11.108,-8.728,-66.406
0.203,0.85,0.096,7.69,-9.766,-59.448
0.272,0.853,0.11,3.906,-10.193,-54.871
0.274,0.876,0.092,0.854,-9.155,-52.063
0.31,0.892,0.091,1.831,-8.24,-50.293
0.32,0.887,0.073,-0.244,-9.766,-46.57
0.328,0.904,0.053,-3.784,-11.108,-39.734
0.365,0.923,0.058,-7.324,-13.916,-33.02
0.401,0.93,0.088,-13.611,-18.311,-28.015
0.412,0.934,0.128,-20.569,-22.461,-26.855
0.386,0.951,0.154,-26.245,-23.987,-28.748
0.399,0.933,0.211,-30.029,-24.17,-30.762
0.371,0.911,0.237,-33.936,-24.292,-31.189
0.324,0.972,0.2,-32.227,-24.048,-29.785
0.327,1.03,0.18,-30.579,-24.475,-26.306
